Products and product groups,time,cpi
All-items excluding energy,Jul-14,122.1
All-items excluding energy,Aug-14,122.4
All-items excluding energy,Sep-14,122.6
All-items excluding energy,Oct-14,122.9
All-items excluding energy,Nov-14,122.9
All-items excluding energy,Dec-14,122.5
All-items excluding energy,Jan-15,122.9
All-items excluding energy,Feb-15,123.7
All-items excluding energy,Mar-15,124.3
All-items excluding energy,Apr-15,124.3
All-items excluding energy,May-15,124.8
All-items excluding energy,Jun-15,124.8
All-items excluding energy,Jul-15,124.8
All-items excluding energy,Aug-15,124.9
All-items excluding energy,Sep-15,125.2
All-items excluding energy,Oct-15,125.5
All-items excluding energy,Nov-15,125.4
All-items excluding energy,Dec-15,125
All-items excluding energy,Jan-16,125.6
All-items excluding energy,Feb-16,126.2
All-items excluding energy,Mar-16,126.9
All-items excluding energy,Apr-16,126.9
All-items excluding energy,May-16,127.2
All-items excluding energy,Jun-16,127.3
All-items excluding energy,Jul-16,127.2
All-items excluding energy,Aug-16,127.1
All-items excluding energy,Sep-16,127.2
All-items excluding energy,Oct-16,127.3
All-items excluding energy,Nov-16,127
All-items excluding energy,Dec-16,126.6
All-items excluding energy,Jan-17,127.3
All-items excluding energy,Feb-17,127.8
All-items excluding energy,Mar-17,128.2
All-items excluding energy,Apr-17,128.2
All-items excluding energy,May-17,128.6
All-items excluding energy,Jun-17,128.8
All-items excluding energy,Jul-17,128.9
All-items excluding energy,Aug-17,128.8
All-items excluding energy,Sep-17,128.8
All-items excluding energy,Oct-17,129.1
All-items excluding energy,Nov-17,129.2
All-items excluding energy,Dec-17,128.7
All-items excluding energy,Jan-18,129.5
All-items excluding energy,Feb-18,130.3
All-items excluding energy,Mar-18,130.6
All-items excluding energy,Apr-18,130.6
All-items excluding energy,May-18,130.6
All-items excluding energy,Jun-18,130.9
All-items excluding energy,Jul-18,131.6
All-items excluding energy,Aug-18,131.6
All-items excluding energy,Sep-18,131.1
All-items excluding energy,Oct-18,131.7
All-items excluding energy,Nov-18,131.6
All-items excluding energy,Dec-18,131.9
All-items excluding energy,Jan-19,132.2
All-items excluding energy,Feb-19,133
All-items excluding energy,Mar-19,133.5
All-items excluding energy,Apr-19,133.5
All-items excluding energy,May-19,134.1
All-items excluding energy,Jun-19,134.3
All-items excluding energy,Jul-19,134.9
All-items excluding energy,Aug-19,134.8
All-items excluding energy,Sep-19,134.3
All-items excluding energy,Oct-19,134.7
All-items excluding energy,Nov-19,134.6
All-items excluding energy,Dec-19,134.5
All-items excluding energy,Jan-20,134.9
All-items excluding energy,Feb-20,135.7
All-items excluding energy,Mar-20,135.8
All-items excluding energy,Apr-20,135.7
All-items excluding energy,May-20,135.5
All-items excluding energy,Jun-20,136.1
All-items excluding energy,Jul-20,136
All-items excluding energy,Aug-20,135.7
All-items excluding energy,Sep-20,135.6
All-items excluding energy,Oct-20,136.2
All-items excluding energy,Nov-20,136.5
All-items excluding energy,Dec-20,136
All-items excluding energy,Jan-21,136.7
All-items excluding energy,Feb-21,137.1
All-items excluding energy,Mar-21,137.3
All-items excluding energy,Apr-21,137.9
All-items excluding energy,May-21,138.5
All-items excluding energy,Jun-21,138.8
All-items excluding energy,Jul-21,139.5
All-items excluding energy,Aug-21,139.8
All-items excluding energy,Sep-21,140.1
All-items excluding energy,Oct-21,140.7
All-items excluding energy,Nov-21,141
All-items excluding energy,Dec-21,141.1
All-items excluding energy,Jan-22,142.1
All-items excluding energy,Feb-22,143.1
All-items excluding energy,Mar-22,144.4
All-items excluding energy,Apr-22,145.3
All-items excluding energy,May-22,146.6
All-items excluding energy,Jun-22,147.1
All-items excluding energy,Jul-22,148.1
All-items excluding energy,Aug-22,148.3
All-items excluding energy,Sep-22,148.9
All-items excluding energy,Oct-22,149.4
All-items excluding energy,Nov-22,149.8
All-items excluding energy,Dec-22,149.7
All-items excluding energy,Jan-23,150.4
All-items excluding energy,Feb-23,151.2
All-items excluding energy,Mar-23,152
All-items excluding energy,Apr-23,152.7
All-items excluding energy,May-23,153.4
All-items excluding energy,Jun-23,153.5
All-items excluding energy,Jul-23,154.3
All-items excluding energy,Aug-23,154.5
All-items excluding energy,Sep-23,154.4
All-items excluding energy,Oct-23,155.1
All-items excluding energy,Nov-23,155.5
All-items excluding energy,Dec-23,155.2
Energy,Jan-13,152.8
Energy,Feb-13,160.1
Energy,Mar-13,159.9
Energy,Apr-13,158
Energy,May-13,159.3
Energy,Jun-13,162.1
Energy,Jul-13,164.2
Energy,Aug-13,163
Energy,Sep-13,163
Energy,Oct-13,157
Energy,Nov-13,157.4
Energy,Dec-13,158.9
Energy,Jan-14,160.2
Energy,Feb-14,162.6
Energy,Mar-14,167.2
Energy,Apr-14,171.2
Energy,May-14,172.7
Energy,Jun-14,173
Energy,Jul-14,171.9
Energy,Aug-14,168.3
Energy,Sep-14,167.4
Energy,Oct-14,163.6
Energy,Nov-14,156.5
Energy,Dec-14,148.7
Energy,Jan-15,139.5
Energy,Feb-15,145.1
Energy,Mar-15,149.8
Energy,Apr-15,148.1
Energy,May-15,152.4
Energy,Jun-15,157.5
Energy,Jul-15,159.2
Energy,Aug-15,156.1
Energy,Sep-15,149.3
Energy,Oct-15,146.6
Energy,Nov-15,146.5
Energy,Dec-15,143.4
Energy,Jan-16,139
Energy,Feb-16,134.6
Energy,Mar-16,138.1
Energy,Apr-16,143.4
Energy,May-16,146.9
Energy,Jun-16,150.6
Energy,Jul-16,147.4
Energy,Aug-16,147
Energy,Sep-16,147.3
Energy,Oct-16,150.2
Energy,Nov-16,146.8
Energy,Dec-16,149.1
Energy,Jan-17,155.8
Energy,Feb-17,151.1
Energy,Mar-17,149.8
Energy,Apr-17,157.2
Energy,May-17,151.8
Energy,Jun-17,148.7
Energy,Jul-17,147.8
Energy,Aug-17,150.4
Energy,Sep-17,154.5
Energy,Oct-17,151.7
Energy,Nov-17,157.9
Energy,Dec-17,155.8
Energy,Jan-18,159.5
Energy,Feb-18,159.1
Energy,Mar-18,161
Energy,Apr-18,167.1
Energy,May-18,169.4
Energy,Jun-18,167.2
Energy,Jul-18,168.8
Energy,Aug-18,167.2
Energy,Sep-18,166.3
Energy,Oct-18,163.7
Energy,Nov-18,155.8
Energy,Dec-18,150.1
Energy,Jan-19,148.5
Energy,Feb-19,150.1
Energy,Mar-19,159.1
Energy,Apr-19,168.2
Energy,May-19,169.2
Energy,Jun-19,160.3
Energy,Jul-19,163.4
Energy,Aug-19,159.3
Energy,Sep-19,158.7
Energy,Oct-19,158.9
Energy,Nov-19,158.1
Energy,Dec-19,158.3
Energy,Jan-20,158.6
Energy,Feb-20,156.6
Energy,Mar-20,140.6
Energy,Apr-20,128.3
Energy,May-20,137
Energy,Jun-20,146.2
Energy,Jul-20,149.7
Energy,Aug-20,149.3
Energy,Sep-20,149.8
Energy,Oct-20,149.4
Energy,Nov-20,149.1
Energy,Dec-20,152
Energy,Jan-21,154.3
Energy,Feb-21,160.4
Energy,Mar-21,167.4
Energy,Apr-21,170.2
Energy,May-21,173.2
Energy,Jun-21,174.7
Energy,Jul-21,179.2
Energy,Aug-21,180.2
Energy,Sep-21,179.9
Energy,Oct-21,187.5
Energy,Nov-21,188.4
Energy,Dec-21,184.2
Energy,Jan-22,190
Energy,Feb-22,199
Energy,Mar-22,213.9
Energy,Apr-22,215.1
Energy,May-22,233.4
Energy,Jun-22,242.5
Energy,Jul-22,229.4
Energy,Aug-22,214.5
Energy,Sep-22,205.1
Energy,Oct-22,217.9
Energy,Nov-22,214.6
Energy,Dec-22,197.7
Energy,Jan-23,200.3
Energy,Feb-23,197.9
Energy,Mar-23,199.2
Energy,Apr-23,206
Energy,May-23,204.4
Energy,Jun-23,207.2
Energy,Jul-23,210.7
Energy,Aug-23,218.4
Energy,Sep-23,216.2
Energy,Oct-23,206.2
Energy,Nov-23,202.3
Energy,Dec-23,197
Goods,Jan-13,112.9
Goods,Feb-13,115.2
Goods,Mar-13,115.4
Goods,Apr-13,114.9
Goods,May-13,115
Goods,Jun-13,114.8
Goods,Jul-13,114.7
Goods,Aug-13,114.7
Goods,Sep-13,114.8
Goods,Oct-13,114.3
Goods,Nov-13,114.3
Goods,Dec-13,113.8
Goods,Jan-14,114.2
Goods,Feb-14,115.6
Goods,Mar-14,117
Goods,Apr-14,117.5
Goods,May-14,117.9
Goods,Jun-14,117.8
Goods,Jul-14,117.1
Goods,Aug-14,116.7
Goods,Sep-14,116.9
Goods,Oct-14,116.9
Goods,Nov-14,116.2
Goods,Dec-14,114.6
Goods,Jan-15,114
Goods,Feb-15,115.3
Goods,Mar-15,117
Goods,Apr-15,116.7
Goods,May-15,117.6
Goods,Jun-15,118
Goods,Jul-15,117.9
Goods,Aug-15,117.5
Goods,Sep-15,116.8
Goods,Oct-15,117.1
Goods,Nov-15,117.3
Goods,Dec-15,116.3
Goods,Jan-16,116.6
Goods,Feb-16,116.5
Goods,Mar-16,117.8
Goods,Apr-16,118.6
Goods,May-16,118.9
Goods,Jun-16,119.1
Goods,Jul-16,118.2
Goods,Aug-16,117.9
Goods,Sep-16,117.8
Goods,Oct-16,118.3
Goods,Nov-16,117.6
Goods,Dec-16,117.4
Goods,Jan-17,118.9
Goods,Feb-17,118.7
Goods,Mar-17,118.8
Goods,Apr-17,119.5
Goods,May-17,119
Goods,Jun-17,118.5
Goods,Jul-17,118.3
Goods,Aug-17,118.4
Goods,Sep-17,118.8
Goods,Oct-17,118.8
Goods,Nov-17,119.9
Goods,Dec-17,119.4
Goods,Jan-18,120.2
Goods,Feb-18,120.7
Goods,Mar-18,120.9
Goods,Apr-18,122
Goods,May-18,121.6
Goods,Jun-18,121.7
Goods,Jul-18,121.6
Goods,Aug-18,121.4
Goods,Sep-18,121.1
Goods,Oct-18,121.4
Goods,Nov-18,120.5
Goods,Dec-18,119.6
Goods,Jan-19,120
Goods,Feb-19,121.4
Goods,Mar-19,122.7
Goods,Apr-19,123.7
Goods,May-19,123.9
Goods,Jun-19,122.8
Goods,Jul-19,123.2
Goods,Aug-19,122.5
Goods,Sep-19,122.7
Goods,Oct-19,123
Goods,Nov-19,123.3
Goods,Dec-19,122.6
Goods,Jan-20,123.7
Goods,Feb-20,123.9
Goods,Mar-20,122
Goods,Apr-20,120.2
Goods,May-20,121
Goods,Jun-20,122.6
Goods,Jul-20,122.9
Goods,Aug-20,122.3
Goods,Sep-20,122.2
Goods,Oct-20,122.9
Goods,Nov-20,123.2
Goods,Dec-20,122.5
Goods,Jan-21,123.8
Goods,Feb-21,125.2
Goods,Mar-21,126.2
Goods,Apr-21,126.8
Goods,May-21,127.9
Goods,Jun-21,128.1
Goods,Jul-21,129.1
Goods,Aug-21,129.4
Goods,Sep-21,129.6
Goods,Oct-21,130.9
Goods,Nov-21,131.7
Goods,Dec-21,130.8
Goods,Jan-22,132.7
Goods,Feb-22,134.7
Goods,Mar-22,137.8
Goods,Apr-22,138.3
Goods,May-22,141.2
Goods,Jun-22,142.4
Goods,Jul-22,141.5
Goods,Aug-22,140.4
Goods,Sep-22,140.2
Goods,Oct-22,141.9
Goods,Nov-22,142.2
Goods,Dec-22,139.8
Goods,Jan-23,141.2
Goods,Feb-23,141.8
Goods,Mar-23,142.7
Goods,Apr-23,143.9
Goods,May-23,144.1
Goods,Jun-23,144.4
Goods,Jul-23,144.7
Goods,Aug-23,145.6
Goods,Sep-23,145.2
Goods,Oct-23,144.1
Goods,Nov-23,144.2
Goods,Dec-23,143.1
Services,Jan-13,129.6
Services,Feb-13,130.1
Services,Mar-13,130.3
Services,Apr-13,130.3
Services,May-13,130.9
Services,Jun-13,131.1
Services,Jul-13,131.5
Services,Aug-13,131.6
Services,Sep-13,131.7
Services,Oct-13,131.8
Services,Nov-13,131.8
Services,Dec-13,131.7
Services,Jan-14,131.9
Services,Feb-14,132.5
Services,Mar-14,132.5
Services,Apr-14,132.9
Services,May-14,133.6
Services,Jun-14,133.9
Services,Jul-14,134.2
Services,Aug-14,134.7
Services,Sep-14,134.8
Services,Oct-14,134.9
Services,Nov-14,134.5
Services,Dec-14,134.5
Services,Jan-15,134.7
Services,Feb-15,135.5
Services,Mar-15,135.6
Services,Apr-15,135.6
Services,May-15,136.2
Services,Jun-15,136.5
Services,Jul-15,136.8
Services,Aug-15,137.1
Services,Sep-15,137.4
Services,Oct-15,137.4
Services,Nov-15,136.9
Services,Dec-15,136.8
Services,Jan-16,137
Services,Feb-16,137.7
Services,Mar-16,138
Services,Apr-16,138
Services,May-16,138.8
Services,Jun-16,139.1
Services,Jul-16,139.7
Services,Aug-16,139.6
Services,Sep-16,139.9
Services,Oct-16,139.9
Services,Nov-16,139.6
Services,Dec-16,139.5
Services,Jan-17,140.2
Services,Feb-17,140.7
Services,Mar-17,141.1
Services,Apr-17,141.4
Services,May-17,142
Services,Jun-17,142.4
Services,Jul-17,142.6
Services,Aug-17,142.7
Services,Sep-17,142.8
Services,Oct-17,143
Services,Nov-17,142.8
Services,Dec-17,142.3
Services,Jan-18,143.3
Services,Feb-18,144.3
Services,Mar-18,144.9
Services,Apr-18,144.6
Services,May-18,145.3
Services,Jun-18,145.5
Services,Jul-18,147.1
Services,Aug-18,147.1
Services,Sep-18,146.3
Services,Oct-18,146.8
Services,Nov-18,146.6
Services,Dec-18,147.3
Services,Jan-19,147.1
Services,Feb-19,147.6
Services,Mar-19,148.1
Services,Apr-19,148.1
Services,May-19,149.2
Services,Jun-19,149.6
Services,Jul-19,150.7
Services,Aug-19,150.9
Services,Sep-19,149.5
Services,Oct-19,150.1
Services,Nov-19,149.4
Services,Dec-19,150.1
Services,Jan-20,149.7
Services,Feb-20,150.8
Services,Mar-20,151.1
Services,Apr-20,151.1
Services,May-20,151.1
Services,Jun-20,151.6
Services,Jul-20,151.5
Services,Aug-20,151.6
Services,Sep-20,151.5
Services,Oct-20,151.9
Services,Nov-20,152.1
Services,Dec-20,152.1
Services,Jan-21,152.5
Services,Feb-21,152.6
Services,Mar-21,152.9
Services,Apr-21,153.7
Services,May-21,154
Services,Jun-21,154.6
Services,Jul-21,155.4
Services,Aug-21,155.7
Services,Sep-21,156.1
Services,Oct-21,156.7
Services,Nov-21,156.5
Services,Dec-21,157.2
Services,Jan-22,157.7
Services,Feb-22,158.4
Services,Mar-22,159.4
Services,Apr-22,160.8
Services,May-22,162
Services,Jun-22,162.7
Services,Jul-22,164.2
Services,Aug-22,164.3
Services,Sep-22,164.8
Services,Oct-22,165.2
Services,Nov-22,165.5
Services,Dec-22,166
Services,Jan-23,166.1
Services,Feb-23,166.8
Services,Mar-23,167.6
Services,Apr-23,168.5
Services,May-23,169.4
Services,Jun-23,169.5
Services,Jul-23,171.2
Services,Aug-23,171.3
Services,Sep-23,171.3
Services,Oct-23,172.8
Services,Nov-23,173.1
Services,Dec-23,173.1
