Products and product groups,time,cpi
Gasoline,Jun-16,156.1
Gasoline,Jul-16,147.4
Gasoline,Aug-16,146.1
Gasoline,Sep-16,147.3
Gasoline,Oct-16,152.7
Gasoline,Nov-16,146.1
Gasoline,Dec-16,150.6
Gasoline,Jan-17,161.7
Gasoline,Feb-17,153.7
Gasoline,Mar-17,152
Gasoline,Apr-17,166.5
Gasoline,May-17,159.8
Gasoline,Jun-17,153.9
Gasoline,Jul-17,154.2
Gasoline,Aug-17,158.7
Gasoline,Sep-17,168.1
Gasoline,Oct-17,162.7
Gasoline,Nov-17,174.7
Gasoline,Dec-17,168.9
Gasoline,Jan-18,174.3
Gasoline,Feb-18,173
Gasoline,Mar-18,178
Gasoline,Apr-18,190.1
Gasoline,May-18,196.4
Gasoline,Jun-18,191.8
Gasoline,Jul-18,193.3
Gasoline,Aug-18,190.3
Gasoline,Sep-18,188.3
Gasoline,Oct-18,182.3
Gasoline,Nov-18,165.2
Gasoline,Dec-18,154.4
Gasoline,Jan-19,149.6
Gasoline,Feb-19,152.4
Gasoline,Mar-19,170.1
Gasoline,Apr-19,187.1
Gasoline,May-19,189.2
Gasoline,Jun-19,174.1
Gasoline,Jul-19,179.9
Gasoline,Aug-19,170.9
Gasoline,Sep-19,169.5
Gasoline,Oct-19,170.1
Gasoline,Nov-19,166.7
Gasoline,Dec-19,165.8
Gasoline,Jan-20,166.4
Gasoline,Feb-20,163.1
Gasoline,Mar-20,134
Gasoline,Apr-20,113.6
Gasoline,May-20,132.8
Gasoline,Jun-20,146.7
Gasoline,Jul-20,153.1
Gasoline,Aug-20,151.9
Gasoline,Sep-20,151.3
Gasoline,Oct-20,149
Gasoline,Nov-20,146.8
Gasoline,Dec-20,151.7
Gasoline,Jan-21,160.9
Gasoline,Feb-21,171.3
Gasoline,Mar-21,181.3
Gasoline,Apr-21,184.6
Gasoline,May-21,190.5
Gasoline,Jun-21,193.6
Gasoline,Jul-21,200.4
Gasoline,Aug-21,201.3
Gasoline,Sep-21,201
Gasoline,Oct-21,211.1
Gasoline,Nov-21,210.8
Gasoline,Dec-21,202.2
Gasoline,Jan-22,211.9
Gasoline,Feb-22,226.6
Gasoline,Mar-22,253.4
Gasoline,Apr-22,251.7
Gasoline,May-22,281.9
Gasoline,Jun-22,299.4
Gasoline,Jul-22,271.8
Gasoline,Aug-22,245.8
Gasoline,Sep-22,227.6
Gasoline,Oct-22,248.6
Gasoline,Nov-22,239.6
Gasoline,Dec-22,208.3
Gasoline,Jan-23,218.1
Gasoline,Feb-23,215.9
Gasoline,Mar-23,218.4
Gasoline,Apr-23,232.2
Gasoline,May-23,230.3
Gasoline,Jun-23,234.7
Gasoline,Jul-23,236.8
Gasoline,Aug-23,247.8
Gasoline,Sep-23,244.7
Gasoline,Oct-23,229.1
Gasoline,Nov-23,221.1
Gasoline,Dec-23,211.3
Health and personal care,Jan-13,118.5
Health and personal care,Feb-13,118.6
Health and personal care,Mar-13,118.3
Health and personal care,Apr-13,118.6
Health and personal care,May-13,118.3
Health and personal care,Jun-13,118.4
Health and personal care,Jul-13,118
Health and personal care,Aug-13,118.1
Health and personal care,Sep-13,118.4
Health and personal care,Oct-13,117.9
Health and personal care,Nov-13,118
Health and personal care,Dec-13,118.1
Health and personal care,Jan-14,118.3
Health and personal care,Feb-14,118.4
Health and personal care,Mar-14,118.1
Health and personal care,Apr-14,118.9
Health and personal care,May-14,119.2
Health and personal care,Jun-14,119
Health and personal care,Jul-14,118.9
Health and personal care,Aug-14,119.2
Health and personal care,Sep-14,119.3
Health and personal care,Oct-14,118.8
Health and personal care,Nov-14,119.9
Health and personal care,Dec-14,119.6
Health and personal care,Jan-15,120
Health and personal care,Feb-15,120.1
Health and personal care,Mar-15,119.5
Health and personal care,Apr-15,120.1
Health and personal care,May-15,120.7
Health and personal care,Jun-15,120.5
Health and personal care,Jul-15,120.6
Health and personal care,Aug-15,120.5
Health and personal care,Sep-15,120.7
Health and personal care,Oct-15,120.7
Health and personal care,Nov-15,121.6
Health and personal care,Dec-15,121
Health and personal care,Jan-16,121.5
Health and personal care,Feb-16,121.5
Health and personal care,Mar-16,121.4
Health and personal care,Apr-16,122.2
Health and personal care,May-16,122.3
Health and personal care,Jun-16,122.2
Health and personal care,Jul-16,122
Health and personal care,Aug-16,122.7
Health and personal care,Sep-16,122.4
Health and personal care,Oct-16,122.8
Health and personal care,Nov-16,122.9
Health and personal care,Dec-16,122.6
Health and personal care,Jan-17,123.4
Health and personal care,Feb-17,123.3
Health and personal care,Mar-17,123.5
Health and personal care,Apr-17,124.2
Health and personal care,May-17,124.1
Health and personal care,Jun-17,124.4
Health and personal care,Jul-17,124.7
Health and personal care,Aug-17,125
Health and personal care,Sep-17,124.5
Health and personal care,Oct-17,125.3
Health and personal care,Nov-17,124.2
Health and personal care,Dec-17,124.4
Health and personal care,Jan-18,125.1
Health and personal care,Feb-18,125.6
Health and personal care,Mar-18,126.3
Health and personal care,Apr-18,126.2
Health and personal care,May-18,125.9
Health and personal care,Jun-18,126.3
Health and personal care,Jul-18,126.1
Health and personal care,Aug-18,126.7
Health and personal care,Sep-18,126.1
Health and personal care,Oct-18,126.3
Health and personal care,Nov-18,125.1
Health and personal care,Dec-18,125.6
Health and personal care,Jan-19,125.9
Health and personal care,Feb-19,126.4
Health and personal care,Mar-19,126.6
Health and personal care,Apr-19,127.1
Health and personal care,May-19,127.3
Health and personal care,Jun-19,127.7
Health and personal care,Jul-19,128
Health and personal care,Aug-19,127.8
Health and personal care,Sep-19,127.8
Health and personal care,Oct-19,127.9
Health and personal care,Nov-19,128
Health and personal care,Dec-19,127.9
Health and personal care,Jan-20,128.6
Health and personal care,Feb-20,128.8
Health and personal care,Mar-20,128.6
Health and personal care,Apr-20,128.7
Health and personal care,May-20,128.4
Health and personal care,Jun-20,128.3
Health and personal care,Jul-20,128.8
Health and personal care,Aug-20,129.6
Health and personal care,Sep-20,129.8
Health and personal care,Oct-20,130.2
Health and personal care,Nov-20,130.6
Health and personal care,Dec-20,130
Health and personal care,Jan-21,130.3
Health and personal care,Feb-21,130.5
Health and personal care,Mar-21,130.5
Health and personal care,Apr-21,132.5
Health and personal care,May-21,132.4
Health and personal care,Jun-21,132.6
Health and personal care,Jul-21,133.4
Health and personal care,Aug-21,133.3
Health and personal care,Sep-21,133.7
Health and personal care,Oct-21,133.9
Health and personal care,Nov-21,134.1
Health and personal care,Dec-21,133.4
Health and personal care,Jan-22,134.1
Health and personal care,Feb-22,134.6
Health and personal care,Mar-22,134.9
Health and personal care,Apr-22,137
Health and personal care,May-22,137.2
Health and personal care,Jun-22,137.8
Health and personal care,Jul-22,138.6
Health and personal care,Aug-22,139.1
Health and personal care,Sep-22,139.6
Health and personal care,Oct-22,140.4
Health and personal care,Nov-22,141.5
Health and personal care,Dec-22,141.5
Health and personal care,Jan-23,142.4
Health and personal care,Feb-23,143
Health and personal care,Mar-23,143.7
Health and personal care,Apr-23,145.7
Health and personal care,May-23,146
Health and personal care,Jun-23,146.4
Health and personal care,Jul-23,146.6
Health and personal care,Aug-23,147.2
Health and personal care,Sep-23,147.4
Health and personal care,Oct-23,147.3
Health and personal care,Nov-23,147.4
Health and personal care,Dec-23,146.7
"Recreation, education and reading",Jan-13,103.7
"Recreation, education and reading",Feb-13,104.7
"Recreation, education and reading",Mar-13,105.2
"Recreation, education and reading",Apr-13,105.2
"Recreation, education and reading",May-13,106.5
"Recreation, education and reading",Jun-13,106.6
"Recreation, education and reading",Jul-13,107.7
"Recreation, education and reading",Aug-13,107.9
"Recreation, education and reading",Sep-13,107.9
"Recreation, education and reading",Oct-13,106.9
"Recreation, education and reading",Nov-13,106.2
"Recreation, education and reading",Dec-13,105.3
"Recreation, education and reading",Jan-14,104.7
"Recreation, education and reading",Feb-14,106.4
"Recreation, education and reading",Mar-14,106.5
"Recreation, education and reading",Apr-14,106.2
"Recreation, education and reading",May-14,107.8
"Recreation, education and reading",Jun-14,108.2
"Recreation, education and reading",Jul-14,108.9
"Recreation, education and reading",Aug-14,109.4
"Recreation, education and reading",Sep-14,109.6
"Recreation, education and reading",Oct-14,108.7
"Recreation, education and reading",Nov-14,106.8
"Recreation, education and reading",Dec-14,106.1
"Recreation, education and reading",Jan-15,105.6
"Recreation, education and reading",Feb-15,107.9
"Recreation, education and reading",Mar-15,108.7
"Recreation, education and reading",Apr-15,107.7
"Recreation, education and reading",May-15,109.9
"Recreation, education and reading",Jun-15,110.6
"Recreation, education and reading",Jul-15,111.2
"Recreation, education and reading",Aug-15,111.7
"Recreation, education and reading",Sep-15,112.3
"Recreation, education and reading",Oct-15,110.8
"Recreation, education and reading",Nov-15,108.8
"Recreation, education and reading",Dec-15,107.9
"Recreation, education and reading",Jan-16,107.9
"Recreation, education and reading",Feb-16,109.6
"Recreation, education and reading",Mar-16,110.9
"Recreation, education and reading",Apr-16,110.3
"Recreation, education and reading",May-16,111.7
"Recreation, education and reading",Jun-16,112
"Recreation, education and reading",Jul-16,113.3
"Recreation, education and reading",Aug-16,112.9
"Recreation, education and reading",Sep-16,113.8
"Recreation, education and reading",Oct-16,112.4
"Recreation, education and reading",Nov-16,111.1
"Recreation, education and reading",Dec-16,110.2
"Recreation, education and reading",Jan-17,111.3
"Recreation, education and reading",Feb-17,113.2
"Recreation, education and reading",Mar-17,114.9
"Recreation, education and reading",Apr-17,113.9
"Recreation, education and reading",May-17,114.5
"Recreation, education and reading",Jun-17,114.9
"Recreation, education and reading",Jul-17,115.8
"Recreation, education and reading",Aug-17,115.3
"Recreation, education and reading",Sep-17,116.2
"Recreation, education and reading",Oct-17,114.1
"Recreation, education and reading",Nov-17,113
"Recreation, education and reading",Dec-17,111.2
"Recreation, education and reading",Jan-18,111.8
"Recreation, education and reading",Feb-18,114.1
"Recreation, education and reading",Mar-18,116.4
"Recreation, education and reading",Apr-18,113.7
"Recreation, education and reading",May-18,116.5
"Recreation, education and reading",Jun-18,115.6
"Recreation, education and reading",Jul-18,117.9
"Recreation, education and reading",Aug-18,117.5
"Recreation, education and reading",Sep-18,117
"Recreation, education and reading",Oct-18,116.1
"Recreation, education and reading",Nov-18,114.3
"Recreation, education and reading",Dec-18,112.9
"Recreation, education and reading",Jan-19,113.3
"Recreation, education and reading",Feb-19,115.2
"Recreation, education and reading",Mar-19,116.6
"Recreation, education and reading",Apr-19,115.8
"Recreation, education and reading",May-19,118.6
"Recreation, education and reading",Jun-19,117.9
"Recreation, education and reading",Jul-19,121.1
"Recreation, education and reading",Aug-19,119.8
"Recreation, education and reading",Sep-19,118
"Recreation, education and reading",Oct-19,117.6
"Recreation, education and reading",Nov-19,114.5
"Recreation, education and reading",Dec-19,113.2
"Recreation, education and reading",Jan-20,113
"Recreation, education and reading",Feb-20,116
"Recreation, education and reading",Mar-20,116
"Recreation, education and reading",Apr-20,115
"Recreation, education and reading",May-20,115.5
"Recreation, education and reading",Jun-20,116.3
"Recreation, education and reading",Jul-20,116.3
"Recreation, education and reading",Aug-20,116.1
"Recreation, education and reading",Sep-20,116.6
"Recreation, education and reading",Oct-20,116.1
"Recreation, education and reading",Nov-20,115.6
"Recreation, education and reading",Dec-20,115.5
"Recreation, education and reading",Jan-21,116.3
"Recreation, education and reading",Feb-21,116.1
"Recreation, education and reading",Mar-21,116.4
"Recreation, education and reading",Apr-21,116.8
"Recreation, education and reading",May-21,117.6
"Recreation, education and reading",Jun-21,118
"Recreation, education and reading",Jul-21,119.7
"Recreation, education and reading",Aug-21,118.6
"Recreation, education and reading",Sep-21,119
"Recreation, education and reading",Oct-21,120.1
"Recreation, education and reading",Nov-21,118.5
"Recreation, education and reading",Dec-21,117.7
"Recreation, education and reading",Jan-22,119.2
"Recreation, education and reading",Feb-22,120.9
"Recreation, education and reading",Mar-22,123.1
"Recreation, education and reading",Apr-22,121.6
"Recreation, education and reading",May-22,123.9
"Recreation, education and reading",Jun-22,125.3
"Recreation, education and reading",Jul-22,127.1
"Recreation, education and reading",Aug-22,125.4
"Recreation, education and reading",Sep-22,125.2
"Recreation, education and reading",Oct-22,125
"Recreation, education and reading",Nov-22,123.4
"Recreation, education and reading",Dec-22,121.7
"Recreation, education and reading",Jan-23,122.6
"Recreation, education and reading",Feb-23,123.7
"Recreation, education and reading",Mar-23,125.1
"Recreation, education and reading",Apr-23,125.4
"Recreation, education and reading",May-23,127.8
"Recreation, education and reading",Jun-23,126.8
"Recreation, education and reading",Jul-23,129.4
"Recreation, education and reading",Aug-23,128.2
"Recreation, education and reading",Sep-23,127.5
"Recreation, education and reading",Oct-23,128.6
"Recreation, education and reading",Nov-23,128.1
"Recreation, education and reading",Dec-23,123.8
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-13,138.9
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-13,139.4
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-13,139.8
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-13,140.1
"Alcoholic beverages, tobacco products and recreational cannabis",May-13,141.1
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-13,140.9
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-13,140.5
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-13,140.4
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-13,140.9
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-13,141
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-13,141.1
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-13,141.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-14,140.9
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-14,142.9
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-14,145.3
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-14,145.1
"Alcoholic beverages, tobacco products and recreational cannabis",May-14,146.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-14,146.7
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-14,147.1
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-14,148.4
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-14,148.5
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-14,149.2
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-14,149.4
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-14,149.1
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-15,149.9
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-15,150.3
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-15,150.7
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-15,151.4
"Alcoholic beverages, tobacco products and recreational cannabis",May-15,151.9
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-15,152.1
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-15,152.2
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-15,152.6
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-15,152.9
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-15,152.9
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-15,153.8
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-15,153.5
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-16,154.5
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-16,155.2
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-16,156.2
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-16,156.5
"Alcoholic beverages, tobacco products and recreational cannabis",May-16,156.8
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-16,156.7
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-16,157.1
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-16,157.3
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-16,157.7
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-16,158.1
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-16,158
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-16,157.8
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-17,158.7
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-17,159.2
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-17,159.7
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-17,160.1
"Alcoholic beverages, tobacco products and recreational cannabis",May-17,160.7
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-17,161.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-17,161.7
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-17,162
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-17,162.5
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-17,162.4
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-17,162.5
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-17,162.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-18,163.2
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-18,164.1
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-18,166
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-18,167.9
"Alcoholic beverages, tobacco products and recreational cannabis",May-18,168.1
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-18,168.9
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-18,169
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-18,169.5
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-18,169.7
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-18,169.7
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-18,169.9
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-18,169.3
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-19,170.6
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-19,170.9
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-19,170.9
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-19,171.3
"Alcoholic beverages, tobacco products and recreational cannabis",May-19,171.7
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-19,171.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-19,171
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-19,171.1
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-19,170.9
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-19,171.3
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-19,172
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-19,170
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-20,171.4
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-20,171.4
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-20,171.5
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-20,172.1
"Alcoholic beverages, tobacco products and recreational cannabis",May-20,172.1
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-20,172.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-20,172
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-20,171.8
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-20,172.1
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-20,172.5
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-20,172.1
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-20,171.4
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-21,172.5
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-21,173.2
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-21,173.6
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-21,174.4
"Alcoholic beverages, tobacco products and recreational cannabis",May-21,175.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-21,175.5
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-21,175
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-21,176.2
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-21,175.8
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-21,176.2
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-21,176.6
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-21,175.7
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-22,178.2
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-22,178.5
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-22,179.3
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-22,179.8
"Alcoholic beverages, tobacco products and recreational cannabis",May-22,180.4
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-22,180.7
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-22,181.6
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-22,182.4
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-22,182.4
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-22,183.5
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-22,184.5
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-22,184.2
"Alcoholic beverages, tobacco products and recreational cannabis",Jan-23,186.5
"Alcoholic beverages, tobacco products and recreational cannabis",Feb-23,187.3
"Alcoholic beverages, tobacco products and recreational cannabis",Mar-23,189
"Alcoholic beverages, tobacco products and recreational cannabis",Apr-23,189.4
"Alcoholic beverages, tobacco products and recreational cannabis",May-23,190.3
"Alcoholic beverages, tobacco products and recreational cannabis",Jun-23,190.5
"Alcoholic beverages, tobacco products and recreational cannabis",Jul-23,191.2
"Alcoholic beverages, tobacco products and recreational cannabis",Aug-23,191.9
"Alcoholic beverages, tobacco products and recreational cannabis",Sep-23,192
"Alcoholic beverages, tobacco products and recreational cannabis",Oct-23,192.2
"Alcoholic beverages, tobacco products and recreational cannabis",Nov-23,193
"Alcoholic beverages, tobacco products and recreational cannabis",Dec-23,192.1
All-items excluding food and energy,Jan-13,115.9
All-items excluding food and energy,Feb-13,116.9
All-items excluding food and energy,Mar-13,117.2
All-items excluding food and energy,Apr-13,117.2
All-items excluding food and energy,May-13,117.3
All-items excluding food and energy,Jun-13,117.2
All-items excluding food and energy,Jul-13,117.1
All-items excluding food and energy,Aug-13,117.1
All-items excluding food and energy,Sep-13,117.5
All-items excluding food and energy,Oct-13,117.8
All-items excluding food and energy,Nov-13,117.5
All-items excluding food and energy,Dec-13,117.1
All-items excluding food and energy,Jan-14,117.3
All-items excluding food and energy,Feb-14,118.2
All-items excluding food and energy,Mar-14,118.6
All-items excluding food and energy,Apr-14,118.8
All-items excluding food and energy,May-14,119.1
All-items excluding food and energy,Jun-14,119.1
All-items excluding food and energy,Jul-14,118.9
All-items excluding food and energy,Aug-14,119.4
All-items excluding food and energy,Sep-14,119.7
All-items excluding food and energy,Oct-14,120.2
All-items excluding food and energy,Nov-14,119.8
All-items excluding food and energy,Dec-14,119.3
All-items excluding food and energy,Jan-15,119.5
All-items excluding food and energy,Feb-15,120.3
All-items excluding food and energy,Mar-15,121
All-items excluding food and energy,Apr-15,121
All-items excluding food and energy,May-15,121.3
All-items excluding food and energy,Jun-15,121.3
All-items excluding food and energy,Jul-15,121.3
All-items excluding food and energy,Aug-15,121.5
All-items excluding food and energy,Sep-15,121.9
All-items excluding food and energy,Oct-15,122.2
All-items excluding food and energy,Nov-15,121.9
All-items excluding food and energy,Dec-15,121.3
All-items excluding food and energy,Jan-16,121.6
All-items excluding food and energy,Feb-16,122.3
All-items excluding food and energy,Mar-16,123.1
All-items excluding food and energy,Apr-16,123.3
All-items excluding food and energy,May-16,123.8
All-items excluding food and energy,Jun-16,123.9
All-items excluding food and energy,Jul-16,123.8
All-items excluding food and energy,Aug-16,123.8
All-items excluding food and energy,Sep-16,124.3
All-items excluding food and energy,Oct-16,124.5
All-items excluding food and energy,Nov-16,124
All-items excluding food and energy,Dec-16,123.5
All-items excluding food and energy,Jan-17,124.3
All-items excluding food and energy,Feb-17,124.8
All-items excluding food and energy,Mar-17,125.2
All-items excluding food and energy,Apr-17,125.2
All-items excluding food and energy,May-17,125.5
All-items excluding food and energy,Jun-17,125.6
All-items excluding food and energy,Jul-17,125.6
All-items excluding food and energy,Aug-17,125.6
All-items excluding food and energy,Sep-17,125.8
All-items excluding food and energy,Oct-17,126.2
All-items excluding food and energy,Nov-17,126.2
All-items excluding food and energy,Dec-17,125.6
All-items excluding food and energy,Jan-18,126.2
All-items excluding food and energy,Feb-18,127.1
All-items excluding food and energy,Mar-18,127.6
All-items excluding food and energy,Apr-18,127.5
All-items excluding food and energy,May-18,127.6
All-items excluding food and energy,Jun-18,127.8
All-items excluding food and energy,Jul-18,128.5
All-items excluding food and energy,Aug-18,128.5
All-items excluding food and energy,Sep-18,128.1
All-items excluding food and energy,Oct-18,128.8
All-items excluding food and energy,Nov-18,128.4
All-items excluding food and energy,Dec-18,128.5
All-items excluding food and energy,Jan-19,128.6
All-items excluding food and energy,Feb-19,129.6
All-items excluding food and energy,Mar-19,130
All-items excluding food and energy,Apr-19,130.1
All-items excluding food and energy,May-19,130.7
All-items excluding food and energy,Jun-19,130.8
All-items excluding food and energy,Jul-19,131.3
All-items excluding food and energy,Aug-19,131.3
All-items excluding food and energy,Sep-19,130.8
All-items excluding food and energy,Oct-19,131.4
All-items excluding food and energy,Nov-19,131
All-items excluding food and energy,Dec-19,130.8
All-items excluding food and energy,Jan-20,131
All-items excluding food and energy,Feb-20,132.1
All-items excluding food and energy,Mar-20,132.2
All-items excluding food and energy,Apr-20,131.8
All-items excluding food and energy,May-20,131.5
All-items excluding food and energy,Jun-20,132.1
All-items excluding food and energy,Jul-20,131.9
All-items excluding food and energy,Aug-20,131.9
All-items excluding food and energy,Sep-20,131.9
All-items excluding food and energy,Oct-20,132.5
All-items excluding food and energy,Nov-20,132.7
All-items excluding food and energy,Dec-20,132.2
All-items excluding food and energy,Jan-21,132.8
All-items excluding food and energy,Feb-21,133.1
All-items excluding food and energy,Mar-21,133.4
All-items excluding food and energy,Apr-21,134.2
All-items excluding food and energy,May-21,134.6
All-items excluding food and energy,Jun-21,135
All-items excluding food and energy,Jul-21,135.6
All-items excluding food and energy,Aug-21,135.9
All-items excluding food and energy,Sep-21,136.2
All-items excluding food and energy,Oct-21,136.8
All-items excluding food and energy,Nov-21,136.8
All-items excluding food and energy,Dec-21,136.7
All-items excluding food and energy,Jan-22,137.5
All-items excluding food and energy,Feb-22,138.3
All-items excluding food and energy,Mar-22,139.6
All-items excluding food and energy,Apr-22,140.4
All-items excluding food and energy,May-22,141.6
All-items excluding food and energy,Jun-22,142.2
All-items excluding food and energy,Jul-22,143.1
All-items excluding food and energy,Aug-22,143.1
All-items excluding food and energy,Sep-22,143.6
All-items excluding food and energy,Oct-22,144.1
All-items excluding food and energy,Nov-22,144.2
All-items excluding food and energy,Dec-22,144
All-items excluding food and energy,Jan-23,144.3
All-items excluding food and energy,Feb-23,145
All-items excluding food and energy,Mar-23,145.9
All-items excluding food and energy,Apr-23,146.6
All-items excluding food and energy,May-23,147.2
All-items excluding food and energy,Jun-23,147.2
All-items excluding food and energy,Jul-23,148
All-items excluding food and energy,Aug-23,148.3
All-items excluding food and energy,Sep-23,148.2
All-items excluding food and energy,Oct-23,149
All-items excluding food and energy,Nov-23,149.3
All-items excluding food and energy,Dec-23,148.9
All-items excluding energy,Jan-13,118.7
All-items excluding energy,Feb-13,119.7
All-items excluding energy,Mar-13,120
All-items excluding energy,Apr-13,119.9
All-items excluding energy,May-13,120.1
All-items excluding energy,Jun-13,119.9
All-items excluding energy,Jul-13,119.9
All-items excluding energy,Aug-13,120
All-items excluding energy,Sep-13,120.1
All-items excluding energy,Oct-13,120.3
All-items excluding energy,Nov-13,120.3
All-items excluding energy,Dec-13,119.9
All-items excluding energy,Jan-14,120.1
All-items excluding energy,Feb-14,121
All-items excluding energy,Mar-14,121.5
All-items excluding energy,Apr-14,121.6
All-items excluding energy,May-14,122.1
All-items excluding energy,Jun-14,122.2
